{'reward_dist': -0.3329504489643752, 'reward_ctrl': -0.19475688626170531}
{'reward_dist': -0.11259955860493059, 'reward_ctrl': -0.54126332383800524}
{'reward_dist': -0.10030847529609017, 'reward_ctrl': -0.68849231702783764}
{'reward_dist': -0.097935184720163396, 'reward_ctrl': -0.76844802675313928}
{'reward_dist': -0.099264832742211331, 'reward_ctrl': -0.81561733166609229}
{'reward_dist': -0.099493149457043781, 'reward_ctrl': -0.38490886788127743}
{'reward_dist': -0.098887306950860857, 'reward_ctrl': -0.46290016831827474}
{'reward_dist': -0.097820300155712733, 'reward_ctrl': -1.2562491975496588}
{'reward_dist': -0.097149401491262291, 'reward_ctrl': -0.71293113981070089}
{'reward_dist': -0.097466103791073275, 'reward_ctrl': -0.78142873850123751}
{'reward_dist': -0.097499578946280585, 'reward_ctrl': -0.29838040046481507}
{'reward_dist': -0.096275284485606516, 'reward_ctrl': -0.97556966635321274}
{'reward_dist': -0.082226694992090288, 'reward_ctrl': -0.55046678785108727}
{'reward_dist': -0.081832465591743384, 'reward_ctrl': -0.89239425156469143}
{'reward_dist': -0.081290960668240902, 'reward_ctrl': -1.3253768343859367}
{'reward_dist': -0.078111069615236048, 'reward_ctrl': -0.88912885154559662}
{'reward_dist': -0.070317833587853873, 'reward_ctrl': -0.76928788057493236}
{'reward_dist': -0.065676767482019296, 'reward_ctrl': -0.34788793339874591}
{'reward_dist': -0.066092284087910388, 'reward_ctrl': -0.69256638200388343}
{'reward_dist': -0.071674832535169361, 'reward_ctrl': -0.72209855928560773}
{'reward_dist': -0.086954612243285892, 'reward_ctrl': -0.70413309007933944}
{'reward_dist': -0.11320378792081337, 'reward_ctrl': -0.2230883686267118}
{'reward_dist': -0.14688089152898962, 'reward_ctrl': -0.34184475834251732}
{'reward_dist': -0.17890450577484959, 'reward_ctrl': -0.32985774428267245}
{'reward_dist': -0.20478566258388456, 'reward_ctrl': -0.32312188241983431}
{'reward_dist': -0.22504068058544388, 'reward_ctrl': -0.14432261825912421}
{'reward_dist': -0.24217951400137785, 'reward_ctrl': -0.57186618869504158}
{'reward_dist': -0.25421254499743584, 'reward_ctrl': -0.15766184934101884}
{'reward_dist': -0.26050479573361768, 'reward_ctrl': -1.3041601758196002}
{'reward_dist': -0.2612631169142321, 'reward_ctrl': -0.86140166588211897}
{'reward_dist': -0.25882895136359257, 'reward_ctrl': -0.73540061408296431}
{'reward_dist': -0.25565218514432653, 'reward_ctrl': -0.045844609358121055}
{'reward_dist': -0.25148757685690493, 'reward_ctrl': -0.34369525975105841}
{'reward_dist': -0.24678976057418253, 'reward_ctrl': -1.1968584351075877}
{'reward_dist': -0.23760891547895319, 'reward_ctrl': -0.99851179950683622}
{'reward_dist': -0.2282853938033422, 'reward_ctrl': -0.99193916348298128}
{'reward_dist': -0.22512589565187816, 'reward_ctrl': -0.9590450396051361}
{'reward_dist': -0.22634130539645669, 'reward_ctrl': -1.0030516778276173}
{'reward_dist': -0.22556719499782457, 'reward_ctrl': -1.3093894872164238}
{'reward_dist': -0.22503136461763973, 'reward_ctrl': -0.30661810254860722}
{'reward_dist': -0.22718986202700814, 'reward_ctrl': -0.034934206279972103}
{'reward_dist': -0.22793215314748722, 'reward_ctrl': -0.26225205397132911}
{'reward_dist': -0.22572170445056638, 'reward_ctrl': -0.19383054242424305}
{'reward_dist': -0.22252602840336705, 'reward_ctrl': -1.2874709251934753}
{'reward_dist': -0.21621145528204455, 'reward_ctrl': -1.6983339887397955}
{'reward_dist': -0.20909820415096411, 'reward_ctrl': -0.86520865238290101}
{'reward_dist': -0.20515952252894534, 'reward_ctrl': -0.83016391323609928}
{'reward_dist': -0.2027324503906818, 'reward_ctrl': -1.2013078768409702}
{'reward_dist': -0.19735238660881776, 'reward_ctrl': -0.42039858721866408}
{'reward_dist': -0.18632205321005266, 'reward_ctrl': -0.67292287630590886}
{'reward_dist': -0.17656419066284229, 'reward_ctrl': -0.70011948070466046}
{'reward_dist': -0.17356741480932489, 'reward_ctrl': -0.29706512325544171}
{'reward_dist': -0.17541215982651234, 'reward_ctrl': -0.42157612345365392}
{'reward_dist': -0.17908423735498818, 'reward_ctrl': -0.33576336226199399}
{'reward_dist': -0.18314039932576509, 'reward_ctrl': -1.679390754122819}
{'reward_dist': -0.18771959586125014, 'reward_ctrl': -0.91646255162157753}
{'reward_dist': -0.19187177044302126, 'reward_ctrl': -0.32542438479516156}
{'reward_dist': -0.18888462458983518, 'reward_ctrl': -0.64394026799651494}
{'reward_dist': -0.17856654220618395, 'reward_ctrl': -0.73073944471939589}
{'reward_dist': -0.16713119315903785, 'reward_ctrl': -0.65056891555446716}
{'reward_dist': -0.15625479884102508, 'reward_ctrl': -0.29730522212179766}
{'reward_dist': -0.14374644196051561, 'reward_ctrl': -0.39233999266902386}
{'reward_dist': -0.33208702382248317, 'reward_ctrl': -0.57899523451626222}
{'reward_dist': -0.3301358484030088, 'reward_ctrl': -1.0064317901766473}
{'reward_dist': -0.32750425992883564, 'reward_ctrl': -0.39100820890391019}
{'reward_dist': -0.32386533086528019, 'reward_ctrl': -0.80263850679826931}
{'reward_dist': -0.3180229555898556, 'reward_ctrl': -0.075121023912754464}
{'reward_dist': -0.3108856765404106, 'reward_ctrl': -0.30483990111458942}
{'reward_dist': -0.303461463558167, 'reward_ctrl': -0.95572426095501606}
{'reward_dist': -0.29218083445398924, 'reward_ctrl': -0.25277442220210372}
{'reward_dist': -0.27250387334018483, 'reward_ctrl': -0.40787820651942419}
{'reward_dist': -0.24831994612600364, 'reward_ctrl': -0.080078475298709553}
{'reward_dist': -0.22359544601737233, 'reward_ctrl': -1.2995183072205749}
{'reward_dist': -0.20713868020678758, 'reward_ctrl': -0.4420656596941116}
{'reward_dist': -0.19660753740147041, 'reward_ctrl': -1.0280629067951503}
{'reward_dist': -0.18390954344717084, 'reward_ctrl': -0.65396509105286482}
{'reward_dist': -0.16767688763269845, 'reward_ctrl': -0.45501698853258293}
{'reward_dist': -0.15424284906524749, 'reward_ctrl': -0.83133286423756791}
{'reward_dist': -0.14942986396997968, 'reward_ctrl': -0.82403650112219495}
{'reward_dist': -0.14924982810002937, 'reward_ctrl': -1.2914399014195435}
{'reward_dist': -0.14930271499490141, 'reward_ctrl': -1.0758882213673457}
{'reward_dist': -0.1508526829254348, 'reward_ctrl': -1.2941434431792644}
{'reward_dist': -0.15507009005794861, 'reward_ctrl': -0.46790389639910535}
{'reward_dist': -0.16375050298531807, 'reward_ctrl': -0.2676920593022028}
{'reward_dist': -0.17267519045426499, 'reward_ctrl': -1.6159425822774067}
{'reward_dist': -0.17516922900238502, 'reward_ctrl': -0.42332783867440632}
{'reward_dist': -0.17017291497179768, 'reward_ctrl': -0.54787568006968579}
{'reward_dist': -0.16625717212568455, 'reward_ctrl': -1.544362076320859}
{'reward_dist': -0.17113060756467283, 'reward_ctrl': -0.80850809310342497}
{'reward_dist': -0.17587560196769308, 'reward_ctrl': -0.65075651343191721}
{'reward_dist': -0.1739990035113724, 'reward_ctrl': -1.1684489358532124}
{'reward_dist': -0.1746404583403954, 'reward_ctrl': -1.0950802629405108}
{'reward_dist': -0.17636003755143212, 'reward_ctrl': -0.42283222327346082}
{'reward_dist': -0.17604514435447152, 'reward_ctrl': -0.13840592056101156}
{'reward_dist': -0.17561490135146132, 'reward_ctrl': -0.78029873421011653}
{'reward_dist': -0.17476922693493491, 'reward_ctrl': -0.3596712510381419}
{'reward_dist': -0.17450521857982632, 'reward_ctrl': -0.28376338458033434}
{'reward_dist': -0.17484271821446654, 'reward_ctrl': -0.89728796125255939}
{'reward_dist': -0.17383493188916246, 'reward_ctrl': -0.15911745955604778}
{'reward_dist': -0.16761605438056332, 'reward_ctrl': -1.179445634153417}
{'reward_dist': -0.15547771366792854, 'reward_ctrl': -1.4560875439112873}
{'reward_dist': -0.13310237622435317, 'reward_ctrl': -1.2650072501336107}
{'reward_dist': -0.10250518234826461, 'reward_ctrl': -0.22669189900242459}
{'reward_dist': -0.072579580873883526, 'reward_ctrl': -0.83498178910560861}
{'reward_dist': -0.038199577545277211, 'reward_ctrl': -0.52632052796479678}
{'reward_dist': -0.0012658096869325492, 'reward_ctrl': -0.60522351638402916}
{'reward_dist': -0.030431723352517894, 'reward_ctrl': -0.58664570622724832}
{'reward_dist': -0.062824834456190526, 'reward_ctrl': -0.17748627369834699}
{'reward_dist': -0.1018920105370161, 'reward_ctrl': -0.9642085262458534}
{'reward_dist': -0.14204239961834891, 'reward_ctrl': -0.032112558229953812}
{'reward_dist': -0.18017817847353179, 'reward_ctrl': -1.4744981225662879}
{'reward_dist': -0.20659508069293162, 'reward_ctrl': -1.0129048095242492}
{'reward_dist': -0.39207137556838495, 'reward_ctrl': -0.71488836958884372}
{'reward_dist': -0.39164333957187214, 'reward_ctrl': -0.85116411623568966}
{'reward_dist': -0.39022198613852582, 'reward_ctrl': -1.5329151470919242}
{'reward_dist': -0.38874943069786855, 'reward_ctrl': -0.52477239674289344}
{'reward_dist': -0.38818061583330177, 'reward_ctrl': -0.28024612306679447}
{'reward_dist': -0.38852975179177535, 'reward_ctrl': -0.19199263275937853}
{'reward_dist': -0.38840851726727166, 'reward_ctrl': -1.4064012186663377}
{'reward_dist': -0.3849070711416443, 'reward_ctrl': -0.35587051131589625}
{'reward_dist': -0.37843569705569369, 'reward_ctrl': -0.93088662439502901}
{'reward_dist': -0.37360699925421059, 'reward_ctrl': -0.28567001528671954}
{'reward_dist': -0.3704390167763455, 'reward_ctrl': -0.70703046155709537}
{'reward_dist': -0.36679154836762679, 'reward_ctrl': -0.93702871848956426}
{'reward_dist': -0.36059754365326241, 'reward_ctrl': -1.0240903106195547}
{'reward_dist': -0.35379126081946549, 'reward_ctrl': -1.7567828195257542}
{'reward_dist': -0.3510430471311165, 'reward_ctrl': -0.73747911867749527}
{'reward_dist': -0.34841184177743073, 'reward_ctrl': -0.62286519737388346}
{'reward_dist': -0.34565655216274571, 'reward_ctrl': -0.52148463354117847}
{'reward_dist': -0.34318872975532477, 'reward_ctrl': -0.61538146233531488}
{'reward_dist': -0.33926131197499743, 'reward_ctrl': -0.64235956879506528}
{'reward_dist': -0.33552850847858623, 'reward_ctrl': -0.45989066947311741}
{'reward_dist': -0.33107909656063539, 'reward_ctrl': -0.96176900665766274}
{'reward_dist': -0.32260804861223247, 'reward_ctrl': -0.026957103717832654}
{'reward_dist': -0.31109303810490946, 'reward_ctrl': -0.23027303618669706}
{'reward_dist': -0.30024260384042351, 'reward_ctrl': -0.98788351418372189}
{'reward_dist': -0.2924947168763512, 'reward_ctrl': -0.91765622596310592}
{'reward_dist': -0.28828737626156481, 'reward_ctrl': -0.69865644848356656}
{'reward_dist': -0.28345365152814067, 'reward_ctrl': -0.44764945505448994}
{'reward_dist': -0.27330115898821139, 'reward_ctrl': -0.074838463104167918}
{'reward_dist': -0.25783256881016003, 'reward_ctrl': -1.1263000038931601}
{'reward_dist': -0.23666245425073487, 'reward_ctrl': -0.47896839898145493}
{'reward_dist': -0.21266445275047807, 'reward_ctrl': -0.31088932572095002}
{'reward_dist': -0.19223534975016685, 'reward_ctrl': -0.44570673822199475}
{'reward_dist': -0.18737396751351404, 'reward_ctrl': -0.47486831784439243}
{'reward_dist': -0.190240843778892, 'reward_ctrl': -0.80820852271923016}
{'reward_dist': -0.19287366208942899, 'reward_ctrl': -0.53781407047627883}
{'reward_dist': -0.19563978047690797, 'reward_ctrl': -0.90671489244034087}
{'reward_dist': -0.19753334438229875, 'reward_ctrl': -1.3341457677153326}
{'reward_dist': -0.20136653836546897, 'reward_ctrl': -0.33944559385034168}
{'reward_dist': -0.21061570859794296, 'reward_ctrl': -0.95152721557878783}
{'reward_dist': -0.21917796142938548, 'reward_ctrl': -0.68931039458649646}
{'reward_dist': -0.2279681099272195, 'reward_ctrl': -0.37425307195697499}
{'reward_dist': -0.24034245813885177, 'reward_ctrl': -0.1513110400125284}
{'reward_dist': -0.25097458440352927, 'reward_ctrl': -0.8572691490523674}
{'reward_dist': -0.26078253456573347, 'reward_ctrl': -0.2305698493824988}
{'reward_dist': -0.27219959795170667, 'reward_ctrl': -1.4379609157676678}
{'reward_dist': -0.27942261620262437, 'reward_ctrl': -0.65568271842315407}
{'reward_dist': -0.28002102858788425, 'reward_ctrl': -0.17993746280197692}
{'reward_dist': -0.27604392437561198, 'reward_ctrl': -0.2088397724094922}
{'reward_dist': -0.2680510591570095, 'reward_ctrl': -0.70026162812543291}
{'reward_dist': -0.25571591419716772, 'reward_ctrl': -0.61316715008575162}
{'reward_dist': -0.2631818401116644, 'reward_ctrl': -1.8885661278344434}
{'reward_dist': -0.2600781374728835, 'reward_ctrl': -1.080043299122506}
{'reward_dist': -0.25197074600976987, 'reward_ctrl': -1.2602499095625053}
{'reward_dist': -0.24493145124890189, 'reward_ctrl': -1.0628647771176767}
{'reward_dist': -0.23871904384634332, 'reward_ctrl': -0.92247149842171416}
{'reward_dist': -0.2274360318905369, 'reward_ctrl': -1.3789167106753779}
{'reward_dist': -0.20915068579080479, 'reward_ctrl': -0.15929535593228875}
{'reward_dist': -0.18591585896315069, 'reward_ctrl': -0.9482323997736668}
{'reward_dist': -0.15970728987415178, 'reward_ctrl': -1.3726302844743405}
{'reward_dist': -0.13464711417999847, 'reward_ctrl': -0.7302896852690739}
{'reward_dist': -0.11664058926967308, 'reward_ctrl': -0.50621572996680742}
{'reward_dist': -0.11185197438740188, 'reward_ctrl': -0.41837703722844899}
{'reward_dist': -0.12439146452077866, 'reward_ctrl': -0.38229530404129441}
{'reward_dist': -0.14428182260453346, 'reward_ctrl': -1.0133335090180531}
{'reward_dist': -0.16084400601767276, 'reward_ctrl': -0.093352087263454536}
{'reward_dist': -0.17155022316633972, 'reward_ctrl': -0.13744780393116693}
{'reward_dist': -0.17402210026966383, 'reward_ctrl': -1.2458346480965794}
{'reward_dist': -0.16508864700223036, 'reward_ctrl': -0.73196757699864456}
{'reward_dist': -0.14665441960924486, 'reward_ctrl': -1.0135547449512936}
{'reward_dist': -0.11971857335977795, 'reward_ctrl': -1.2701368367903192}
{'reward_dist': -0.083981094041438345, 'reward_ctrl': -0.82221374306834782}
{'reward_dist': -0.069669272802512588, 'reward_ctrl': -1.2619108589875869}
{'reward_dist': -0.069816400237808607, 'reward_ctrl': -0.65542210182306815}
{'reward_dist': -0.070580459991161359, 'reward_ctrl': -0.48326627342286621}
{'reward_dist': -0.070240125087063884, 'reward_ctrl': -0.98228732679077102}
{'reward_dist': -0.069014095105176268, 'reward_ctrl': -0.27166180310632587}
{'reward_dist': -0.066681297402885142, 'reward_ctrl': -0.41567514454418042}
{'reward_dist': -0.063900776240998561, 'reward_ctrl': -1.4377681323552294}
{'reward_dist': -0.060340700319444475, 'reward_ctrl': -0.73813698689859397}
{'reward_dist': -0.05892828445863782, 'reward_ctrl': -0.44864163506839427}
{'reward_dist': -0.064298146773491702, 'reward_ctrl': -0.99811275200262495}
{'reward_dist': -0.064240801391272251, 'reward_ctrl': -0.62586596541982842}
{'reward_dist': -0.063259726234264943, 'reward_ctrl': -1.6152381960018771}
{'reward_dist': -0.059057823649693433, 'reward_ctrl': -0.92305831405913508}
{'reward_dist': -0.048869349079580821, 'reward_ctrl': -0.98006400059414878}
{'reward_dist': -0.03684414291012484, 'reward_ctrl': -1.2475635882429033}
{'reward_dist': -0.032684038086858443, 'reward_ctrl': -0.88776499706547485}
{'reward_dist': -0.045691434147865674, 'reward_ctrl': -0.41589667924124346}
{'reward_dist': -0.069890761723490583, 'reward_ctrl': -0.31721588259251249}
{'reward_dist': -0.093207825557230686, 'reward_ctrl': -1.1952464307457991}
{'reward_dist': -0.11046217437700645, 'reward_ctrl': -0.73277748891693539}
{'reward_dist': -0.12366849941443203, 'reward_ctrl': -0.60672158729288173}
{'reward_dist': -0.13121867959995145, 'reward_ctrl': -0.96767494553749722}
{'reward_dist': -0.13203248440701543, 'reward_ctrl': -0.42226591744266645}
{'reward_dist': -0.13048578965155647, 'reward_ctrl': -0.59491920817601485}
{'reward_dist': -0.1280890912857916, 'reward_ctrl': -0.56381351764337428}
{'reward_dist': -0.12160726383163963, 'reward_ctrl': -0.13147690336969894}
{'reward_dist': -0.11091101855404234, 'reward_ctrl': -0.22782860152242659}
{'reward_dist': -0.097876109132770839, 'reward_ctrl': -0.023054079080510072}
{'reward_dist': -0.085665851967379303, 'reward_ctrl': -1.0526150068414937}
{'reward_dist': -0.1726250875287911, 'reward_ctrl': -0.28354625102243031}
{'reward_dist': -0.17505180705028331, 'reward_ctrl': -0.021318907492747841}
{'reward_dist': -0.17959807203076311, 'reward_ctrl': -0.76303307249552232}
{'reward_dist': -0.17701789302439144, 'reward_ctrl': -0.7883042665935267}
{'reward_dist': -0.17386405722572973, 'reward_ctrl': -1.0359309397418961}
{'reward_dist': -0.18464299488389024, 'reward_ctrl': -0.96375627316408985}
{'reward_dist': -0.19989877671207504, 'reward_ctrl': -0.18941997423711093}
{'reward_dist': -0.21421685511081018, 'reward_ctrl': -0.04412872766946295}
{'reward_dist': -0.22842678683686118, 'reward_ctrl': -1.2830311036747475}
{'reward_dist': -0.24479505839823007, 'reward_ctrl': -0.88544135774655475}
{'reward_dist': -0.26085940904053345, 'reward_ctrl': -0.82641685008442511}
{'reward_dist': -0.27506681706489527, 'reward_ctrl': -0.55517043685666212}
{'reward_dist': -0.28733762595320644, 'reward_ctrl': -1.5329220434939455}
{'reward_dist': -0.2927259203397154, 'reward_ctrl': -0.33974064795299697}
{'reward_dist': -0.2937707882286506, 'reward_ctrl': -0.010881364707548946}
{'reward_dist': -0.29326948114819151, 'reward_ctrl': -0.97662812077058236}
{'reward_dist': -0.29340953075171994, 'reward_ctrl': -0.98837194998864875}
{'reward_dist': -0.29086367625954029, 'reward_ctrl': -0.97198386094567002}
{'reward_dist': -0.28897336314136507, 'reward_ctrl': -0.56873627955868855}
{'reward_dist': -0.29070578238879158, 'reward_ctrl': -1.0402837999478058}
{'reward_dist': -0.28692246303471064, 'reward_ctrl': -0.85521065467755386}
{'reward_dist': -0.28007447678421005, 'reward_ctrl': -0.45561460541980714}
{'reward_dist': -0.27276806390866731, 'reward_ctrl': -0.70922345118650609}
{'reward_dist': -0.26450663978978251, 'reward_ctrl': -0.93217345600218249}
{'reward_dist': -0.25784706538290142, 'reward_ctrl': -0.78549931177467347}
{'reward_dist': -0.24995141557353276, 'reward_ctrl': -1.5022607193726829}
{'reward_dist': -0.23986919700452583, 'reward_ctrl': -0.35174730975316698}
{'reward_dist': -0.22706932240280034, 'reward_ctrl': -0.34102197816779384}
{'reward_dist': -0.20907925187982085, 'reward_ctrl': -0.71444537098049177}
{'reward_dist': -0.19390052742118791, 'reward_ctrl': -0.31874316187508589}
{'reward_dist': -0.19276258770255172, 'reward_ctrl': -0.83390795116299887}
{'reward_dist': -0.19265651388935401, 'reward_ctrl': -0.94225679649808336}
{'reward_dist': -0.19180900487517938, 'reward_ctrl': -0.61565567037191415}
{'reward_dist': -0.19226468312850239, 'reward_ctrl': -0.13434334751888852}
{'reward_dist': -0.19384801345110311, 'reward_ctrl': -0.12214510820815971}
{'reward_dist': -0.19491219873802909, 'reward_ctrl': -0.9631209350540344}
{'reward_dist': -0.19861321439339139, 'reward_ctrl': -0.0038987155594531414}
{'reward_dist': -0.20608285911986396, 'reward_ctrl': -1.0601436235227679}
{'reward_dist': -0.21844520040351742, 'reward_ctrl': -0.58976693037895311}
{'reward_dist': -0.2395977238301292, 'reward_ctrl': -0.44768830479164257}
{'reward_dist': -0.26161501692871608, 'reward_ctrl': -0.42760146569879376}
{'reward_dist': -0.27824136648810199, 'reward_ctrl': -1.3053675625492787}
{'reward_dist': -0.28941495750922103, 'reward_ctrl': -0.018502611486411934}
{'reward_dist': -0.29579175978369904, 'reward_ctrl': -1.4042446467835794}
{'reward_dist': -0.30354745146961665, 'reward_ctrl': -1.6154570042772347}
{'reward_dist': -0.30760268367041471, 'reward_ctrl': -1.076257079174874}
{'reward_dist': -0.30242417818357209, 'reward_ctrl': -0.30592122372262665}
{'reward_dist': -0.28893323021341699, 'reward_ctrl': -1.296742716245554}
{'reward_dist': -0.26704991741911321, 'reward_ctrl': -1.080765676022994}
{'reward_dist': -0.23660272538039412, 'reward_ctrl': -0.87610522601154794}
{'reward_dist': -0.26880123587400884, 'reward_ctrl': -0.21525356683889851}
{'reward_dist': -0.2692121181494973, 'reward_ctrl': -0.81071973577577316}
{'reward_dist': -0.27111233766103954, 'reward_ctrl': -0.63095272351241216}
{'reward_dist': -0.27480903674555746, 'reward_ctrl': -1.1183640248807889}
{'reward_dist': -0.27542175219272691, 'reward_ctrl': -0.25990713452317799}
{'reward_dist': -0.2704733752486807, 'reward_ctrl': -0.41409423848175214}
{'reward_dist': -0.26431265032785245, 'reward_ctrl': -0.42044030461523418}
{'reward_dist': -0.2558648470894283, 'reward_ctrl': -1.1244050311315075}
{'reward_dist': -0.23958245865184355, 'reward_ctrl': -1.2302511327449204}
{'reward_dist': -0.21154908393285737, 'reward_ctrl': -0.35276087119734562}
{'reward_dist': -0.17398199575708342, 'reward_ctrl': -1.1008921544496433}
{'reward_dist': -0.13104659402814506, 'reward_ctrl': -0.54528174621938352}
{'reward_dist': -0.088424124822463632, 'reward_ctrl': -0.20527679531421369}
{'reward_dist': -0.062435186021640929, 'reward_ctrl': -0.17466461279543757}
{'reward_dist': -0.06532420723041836, 'reward_ctrl': -1.0917531783461194}
{'reward_dist': -0.085525861074509477, 'reward_ctrl': -1.4299237603999702}
{'reward_dist': -0.10363051747335779, 'reward_ctrl': -0.34011686918241674}
{'reward_dist': -0.11682491935292698, 'reward_ctrl': -0.58270863806649975}
{'reward_dist': -0.12684468438826788, 'reward_ctrl': -0.28131459964086869}
{'reward_dist': -0.13453400680923333, 'reward_ctrl': -0.033107637635347568}
{'reward_dist': -0.13922072255428464, 'reward_ctrl': -1.0527551809486133}
{'reward_dist': -0.13692938679041458, 'reward_ctrl': -0.036982325718376473}
{'reward_dist': -0.12855744110970518, 'reward_ctrl': -0.73080845460618604}
{'reward_dist': -0.12340680769821828, 'reward_ctrl': -0.25199180088738649}
{'reward_dist': -0.12484727270589241, 'reward_ctrl': -0.20216666028755498}
{'reward_dist': -0.128225008849712, 'reward_ctrl': -1.5533607854612823}
{'reward_dist': -0.13081859851723551, 'reward_ctrl': -0.85184123350675778}
{'reward_dist': -0.13198930809984286, 'reward_ctrl': -0.82503640292694835}
{'reward_dist': -0.13371934798501342, 'reward_ctrl': -0.65092798136665486}
{'reward_dist': -0.13506222201774101, 'reward_ctrl': -1.3135009254018606}
{'reward_dist': -0.13704697760526449, 'reward_ctrl': -0.58651007901851993}
{'reward_dist': -0.13963228447352793, 'reward_ctrl': -0.59087788460070034}
{'reward_dist': -0.14091502090064786, 'reward_ctrl': -0.37075462475535548}
{'reward_dist': -0.14146729083818663, 'reward_ctrl': -0.77945280919492588}
{'reward_dist': -0.14053805803341274, 'reward_ctrl': -0.69272333629550087}
{'reward_dist': -0.13941759203051457, 'reward_ctrl': -0.12017249353322063}
{'reward_dist': -0.13813076604212696, 'reward_ctrl': -1.0016766219813378}
{'reward_dist': -0.1338179148797749, 'reward_ctrl': -0.0056744768614611363}
{'reward_dist': -0.12798594484857481, 'reward_ctrl': -0.19514225899452903}
{'reward_dist': -0.12801533530596981, 'reward_ctrl': -0.97102628869435925}
{'reward_dist': -0.13154668485985055, 'reward_ctrl': -0.20395334855142805}
{'reward_dist': -0.138756322167155, 'reward_ctrl': -0.67697794436530101}
{'reward_dist': -0.14917306274546099, 'reward_ctrl': -0.74868500649562941}
{'reward_dist': -0.16108265030125266, 'reward_ctrl': -0.4905975190565694}
{'reward_dist': -0.17412765870246755, 'reward_ctrl': -0.60485078997286967}
{'reward_dist': -0.19040458167251911, 'reward_ctrl': -0.62704930502072764}
{'reward_dist': -0.20696769305812235, 'reward_ctrl': -1.3054590497773257}
{'reward_dist': -0.22134873940607203, 'reward_ctrl': -0.54050470390562044}
{'reward_dist': -0.23142311116540076, 'reward_ctrl': -0.31992779105896768}
{'reward_dist': -0.23453122736684354, 'reward_ctrl': -0.76516940115671472}
{'reward_dist': -0.17082580757502436, 'reward_ctrl': -0.40669831862419037}
{'reward_dist': -0.17008082957923595, 'reward_ctrl': -0.57712720170400911}
{'reward_dist': -0.17206661795741768, 'reward_ctrl': -0.36780895124602858}
{'reward_dist': -0.17927159855462407, 'reward_ctrl': -0.82940017161093538}
{'reward_dist': -0.19231062705145549, 'reward_ctrl': -0.96175437175843737}
{'reward_dist': -0.20497649240530746, 'reward_ctrl': -0.39145495690711363}
{'reward_dist': -0.21112965428772867, 'reward_ctrl': -0.0098046490673479366}
{'reward_dist': -0.21514593742064836, 'reward_ctrl': -0.76047209064421017}
{'reward_dist': -0.21535145356164742, 'reward_ctrl': -0.99210079163949849}
{'reward_dist': -0.20779645817354273, 'reward_ctrl': -0.4298059267688723}
{'reward_dist': -0.19453035364192695, 'reward_ctrl': -0.79920300388953303}
{'reward_dist': -0.17852480609257701, 'reward_ctrl': -1.1989096359805167}
{'reward_dist': -0.15931568447224342, 'reward_ctrl': -0.96365984975081376}
{'reward_dist': -0.1417186822672267, 'reward_ctrl': -0.098438962964630589}
{'reward_dist': -0.1284876299849001, 'reward_ctrl': -1.5124245073120972}
{'reward_dist': -0.12048562596443319, 'reward_ctrl': -1.5074139951336267}
{'reward_dist': -0.11221811117276548, 'reward_ctrl': -0.15261247997577887}
{'reward_dist': -0.099885878048718138, 'reward_ctrl': -0.40927138395035839}
{'reward_dist': -0.088081518029571537, 'reward_ctrl': -0.37266753214854087}
{'reward_dist': -0.074818296780446311, 'reward_ctrl': -0.37728362112221153}
{'reward_dist': -0.063654237633585964, 'reward_ctrl': -0.54684403905377887}
{'reward_dist': -0.054006217092188322, 'reward_ctrl': -0.018464547731653548}
{'reward_dist': -0.042992862290678426, 'reward_ctrl': -0.26277571064440053}
{'reward_dist': -0.034629968266784113, 'reward_ctrl': -0.89942132678043574}
{'reward_dist': -0.024019227447744755, 'reward_ctrl': -0.49980039554940414}
{'reward_dist': -0.0067572265430128021, 'reward_ctrl': -0.95766721769522389}
{'reward_dist': -0.020720917506012227, 'reward_ctrl': -0.0064964163383247698}
{'reward_dist': -0.05204005895029535, 'reward_ctrl': -0.51316789044358357}
{'reward_dist': -0.087006868171563154, 'reward_ctrl': -0.89003422695241541}
{'reward_dist': -0.12605881766217955, 'reward_ctrl': -0.41265000524594703}
{'reward_dist': -0.16422352650307803, 'reward_ctrl': -0.90938218918847646}
{'reward_dist': -0.1942134632424074, 'reward_ctrl': -0.62716307533489646}
{'reward_dist': -0.21595598491993862, 'reward_ctrl': -1.3436653848206581}
{'reward_dist': -0.24088297687345156, 'reward_ctrl': -0.0072682623904307408}
{'reward_dist': -0.26814500417359893, 'reward_ctrl': -0.54033722511547067}
{'reward_dist': -0.28808882428614119, 'reward_ctrl': -1.6286643068738453}
{'reward_dist': -0.30137188617360117, 'reward_ctrl': -0.2978231267022462}
{'reward_dist': -0.31204539878342485, 'reward_ctrl': -0.87601060263559694}
{'reward_dist': -0.32041559629932992, 'reward_ctrl': -0.56024245189524846}
{'reward_dist': -0.3242180267351682, 'reward_ctrl': -0.95211866878884721}
{'reward_dist': -0.32252080831738617, 'reward_ctrl': -0.33404878886568073}
{'reward_dist': -0.31478734842208489, 'reward_ctrl': -0.14559825980923369}
{'reward_dist': -0.2995785881535048, 'reward_ctrl': -0.74524598132434716}
{'reward_dist': -0.27849272078346587, 'reward_ctrl': -0.16796206632989313}
{'reward_dist': -0.25413414019235481, 'reward_ctrl': -0.73770323513514435}
{'reward_dist': -0.22888266475676666, 'reward_ctrl': -0.030785421514697618}
{'reward_dist': -0.20197765422703137, 'reward_ctrl': -0.82548461530433859}
